,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,years_of_experience
5251,2024,EX,FT,ETL Engineer,150000,USD,150000,US,100,US,L,Data Engineering,12
5252,2024,SE,FT,Data Architect,200000,USD,200000,US,0,US,M,Data Architecture,8
5253,2024,SE,FT,Data Architect,115000,USD,115000,US,0,US,M,Data Architecture,7
5254,2024,SE,FT,Data Scientist,174500,USD,174500,US,100,US,M,Data Science,7
5255,2024,SE,FT,Data Scientist,126800,USD,126800,US,100,US,M,Data Science,6
5256,2024,MI,FT,Data Modeler,114000,USD,114000,CA,0,CA,M,Other,2
5257,2024,MI,FT,Data Modeler,69000,USD,69000,CA,0,CA,M,Other,3
5258,2024,SE,FT,Machine Learning Scientist,277000,USD,277000,US,0,US,M,Other,6
5259,2024,SE,FT,Machine Learning Scientist,173000,USD,173000,US,0,US,M,Other,7
5260,2024,MI,FT,Data Engineer,179000,USD,179000,US,0,US,M,Data Engineering,3
5261,2024,MI,FT,Data Engineer,112000,USD,112000,US,0,US,M,Data Engineering,3
5262,2024,EN,FT,Data Analyst,130000,USD,130000,US,100,US,M,Other,1
5263,2024,EN,FT,Data Analyst,115000,USD,115000,US,100,US,M,Other,1
5264,2024,SE,FT,Machine Learning Engineer,200070,USD,200070,CA,0,CA,M,Machine Learning,9
5265,2024,SE,FT,Machine Learning Engineer,107730,USD,107730,CA,0,CA,M,Machine Learning,9
5266,2024,SE,FT,Data Scientist,65000,GBP,81250,US,0,US,M,Data Science,6
5267,2024,SE,FT,Data Scientist,56000,GBP,70000,US,0,US,M,Data Science,6
5268,2024,MI,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M,Machine Learning,3
5269,2024,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M,Machine Learning,2
5270,2024,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M,Data Engineering,8
5271,2024,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,Data Engineering,9
5272,2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M,Machine Learning,8
5273,2024,SE,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M,Machine Learning,6
5274,2024,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M,Data Science,2
5275,2024,MI,FT,Data Scientist,132000,USD,132000,US,0,US,M,Data Science,3
5276,2024,SE,FT,Robotics Software Engineer,282000,USD,282000,US,0,US,M,Other,8
5277,2024,SE,FT,Robotics Software Engineer,188000,USD,188000,US,0,US,M,Other,9
5278,2024,SE,FT,Analytics Engineer,287500,USD,287500,US,0,US,M,Data Engineering,6
5279,2024,SE,FT,Analytics Engineer,156000,USD,156000,US,0,US,M,Data Engineering,8
5280,2024,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Data Science,7
5281,2024,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Science,9
5282,2024,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Data Engineering,3
5283,2024,MI,FT,Data Engineer,89000,USD,89000,US,0,US,M,Data Engineering,3
5284,2024,EN,FT,Data Scientist,198000,USD,198000,US,0,US,M,Data Science,1
5285,2024,EN,FT,Data Scientist,132000,USD,132000,US,0,US,M,Data Science,1
5286,2024,MI,FT,Data Scientist,158100,USD,158100,US,0,US,M,Data Science,2
5287,2024,MI,FT,Data Scientist,138500,USD,138500,US,0,US,M,Data Science,2
5288,2024,MI,FT,Data Scientist,220000,USD,220000,US,0,US,M,Data Science,3
5289,2024,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Science,2
5290,2024,MI,FT,Machine Learning Engineer,179700,USD,179700,US,0,US,M,Machine Learning,3
5291,2024,MI,FT,Machine Learning Engineer,85700,USD,85700,US,0,US,M,Machine Learning,2
5292,2024,MI,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M,Machine Learning,3
5293,2024,MI,FT,Machine Learning Engineer,137500,USD,137500,US,0,US,M,Machine Learning,3
5294,2024,EX,FT,Business Intelligence,150000,USD,150000,US,0,US,M,Other,13
5295,2024,EX,FT,Business Intelligence,120000,USD,120000,US,0,US,M,Other,12
5296,2024,MI,FT,Data Analyst,38400,EUR,42666,LV,0,LV,M,Other,2
5297,2024,MI,FT,Data Analyst,32400,EUR,36000,LV,0,LV,M,Other,2
5298,2024,SE,FT,Data Scientist,144300,USD,144300,US,100,US,M,Data Science,6
5299,2024,SE,FT,Data Scientist,104800,USD,104800,US,100,US,M,Data Science,6
5300,2024,EX,FT,Head of Data,250000,USD,250000,US,100,US,M,Management,12
5301,2024,EX,FT,Head of Data,215000,USD,215000,US,100,US,M,Management,12
5302,2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M,Other,1
5303,2024,EN,FT,Data Analyst,110000,USD,110000,US,100,US,M,Other,1
5304,2024,MI,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Science,2
5305,2024,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M,Data Science,2
5306,2024,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M,Machine Learning,2
5307,2024,MI,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M,Machine Learning,2
5308,2024,SE,FT,Machine Learning Scientist,196350,USD,196350,US,100,US,M,Other,8
5309,2024,SE,FT,Machine Learning Scientist,127500,USD,127500,US,100,US,M,Other,7
5310,2024,SE,FT,Data Manager,219600,USD,219600,US,0,US,M,Management,5
5311,2024,SE,FT,Data Manager,125500,USD,125500,US,0,US,M,Management,5
5312,2024,MI,FT,AI Product Manager,212000,USD,212000,US,0,US,M,Artificial_Intelligence,2
5313,2024,MI,FT,AI Product Manager,93300,USD,93300,US,0,US,M,Artificial_Intelligence,3
5314,2024,MI,FT,Data Engineer,140900,USD,140900,US,100,US,M,Data Engineering,3
5315,2024,MI,FT,Data Engineer,104100,USD,104100,US,100,US,M,Data Engineering,2
5316,2024,SE,FT,Data Scientist,193000,USD,193000,US,0,US,M,Data Science,8
5317,2024,SE,FT,Data Scientist,147645,USD,147645,US,0,US,M,Data Science,6
5318,2024,MI,FT,Data Scientist,207000,USD,207000,US,0,US,M,Data Science,3
5319,2024,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Science,3
5320,2024,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineering,7
5321,2024,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineering,5
5322,2024,SE,FT,Research Scientist,180000,USD,180000,US,0,US,M,Data Science,5
5323,2024,SE,FT,Research Scientist,148000,USD,148000,US,0,US,M,Data Science,8
5324,2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Science,3
5325,2024,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Science,2
5326,2024,EX,FT,Data Engineer,204500,USD,204500,US,0,US,M,Data Engineering,10
5327,2024,EX,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineering,14
5328,2024,MI,FT,Robotics Software Engineer,207000,USD,207000,US,0,US,M,Other,3
5329,2024,MI,FT,Robotics Software Engineer,138000,USD,138000,US,0,US,M,Other,2
5330,2024,SE,FT,Data Engineer,173000,USD,173000,US,100,US,M,Data Engineering,9
5331,2024,SE,FT,Data Engineer,138400,USD,138400,US,100,US,M,Data Engineering,5
5332,2024,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M,Data Science,6
5333,2024,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M,Data Science,9
5334,2024,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M,Machine Learning,5
5335,2024,SE,FT,Machine Learning Engineer,146900,USD,146900,US,0,US,M,Machine Learning,9
5336,2024,SE,FT,Business Intelligence,115000,USD,115000,US,0,US,M,Other,8
5337,2024,SE,FT,Business Intelligence,100000,USD,100000,US,0,US,M,Other,9
5338,2024,SE,FT,Data Analyst,106260,USD,106260,US,0,US,M,Other,9
5339,2024,SE,FT,Data Analyst,82000,USD,82000,US,0,US,M,Other,7
5340,2024,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M,Data Engineering,6
5341,2024,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M,Data Engineering,9
5342,2024,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M,Other,2
5343,2024,MI,FT,Data Analyst,110000,USD,110000,US,100,US,M,Other,3
5344,2024,MI,FT,AI Engineer,145000,USD,145000,US,100,US,M,Artificial_Intelligence,2
5345,2024,MI,FT,AI Engineer,95000,USD,95000,US,100,US,M,Artificial_Intelligence,2
5346,2024,MI,FT,Data Analyst,92000,USD,92000,US,0,US,M,Other,3
5347,2024,MI,FT,Data Analyst,68000,USD,68000,US,0,US,M,Other,3
5348,2024,SE,FT,Research Engineer,300000,USD,300000,GB,0,GB,M,Other,8
5349,2024,SE,FT,Research Engineer,150000,USD,150000,GB,0,GB,M,Other,8
5350,2024,SE,FT,Data Engineer,188000,USD,188000,US,100,US,M,Data Engineering,7
5351,2024,SE,FT,Data Engineer,114000,USD,114000,US,100,US,M,Data Engineering,8
5352,2024,MI,FT,Data Scientist,135000,USD,135000,US,0,US,M,Data Science,3
5353,2024,MI,FT,Data Scientist,115000,USD,115000,US,0,US,M,Data Science,2
5354,2024,EN,FT,Data Scientist,154800,USD,154800,US,0,US,M,Data Science,1
5355,2024,EN,FT,Data Scientist,76300,USD,76300,US,0,US,M,Data Science,1
5356,2024,MI,FT,AI Engineer,400000,USD,400000,US,0,US,M,Artificial_Intelligence,3
5357,2024,MI,FT,AI Engineer,65000,USD,65000,US,0,US,M,Artificial_Intelligence,3
5358,2024,SE,FT,Data Scientist,187000,USD,187000,US,100,US,M,Data Science,9
5359,2024,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M,Data Science,6
5360,2024,MI,FT,Research Scientist,150000,USD,150000,US,100,US,M,Data Science,3
5361,2024,MI,FT,Research Scientist,128000,USD,128000,US,100,US,M,Data Science,3
5362,2024,SE,FT,AI Engineer,195000,USD,195000,US,100,US,M,Artificial_Intelligence,5
5363,2024,SE,FT,AI Engineer,140000,USD,140000,US,100,US,M,Artificial_Intelligence,9
5364,2024,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineering,3
5365,2024,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineering,2
5366,2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M,Data Science,2
5367,2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M,Data Science,2
5368,2024,EN,FT,Research Analyst,200000,USD,200000,US,0,US,M,Other,1
5369,2024,EN,FT,Research Analyst,150000,USD,150000,US,0,US,M,Other,1
5370,2024,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M,Machine Learning,5
5371,2024,SE,FT,Machine Learning Engineer,137500,USD,137500,US,0,US,M,Machine Learning,6
5372,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Science,9
5373,2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Science,8
5374,2024,SE,FT,Business Intelligence Analyst,138000,USD,138000,US,0,US,M,Other,7
5375,2024,SE,FT,Business Intelligence Analyst,86000,USD,86000,US,0,US,M,Other,6
5376,2024,MI,FT,Business Intelligence Developer,105000,USD,105000,US,100,US,M,Other,3
5377,2024,MI,FT,Business Intelligence Developer,80000,USD,80000,US,100,US,M,Other,3
5378,2024,MI,FT,Data Product Manager,77000,GBP,96250,US,0,US,M,Management,3
5379,2024,MI,FT,Data Product Manager,60000,GBP,75000,US,0,US,M,Management,2
5380,2024,SE,FT,AI Architect,197500,USD,197500,US,0,US,M,Artificial_Intelligence,6
5381,2024,SE,FT,AI Architect,132500,USD,132500,US,0,US,M,Artificial_Intelligence,9
5382,2024,EN,FT,Data Scientist,90000,USD,90000,US,0,US,M,Data Science,1
5383,2024,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M,Data Science,1
5384,2024,MI,FT,Research Scientist,210000,USD,210000,US,0,US,M,Data Science,3
5385,2024,MI,FT,Research Scientist,151800,USD,151800,US,0,US,M,Data Science,3
5386,2024,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,Data Science,8
5387,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Science,8
5388,2024,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Data Science,9
5389,2024,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Science,6
5390,2024,SE,FT,Machine Learning Engineer,219100,USD,219100,US,100,US,M,Machine Learning,6
5391,2024,SE,FT,Machine Learning Engineer,118500,USD,118500,US,100,US,M,Machine Learning,7
5392,2024,SE,FT,Business Intelligence Lead,175000,USD,175000,US,100,US,M,Other,7
5393,2024,SE,FT,Business Intelligence Lead,150000,USD,150000,US,100,US,M,Other,8
5394,2024,MI,FT,Data Management Specialist,81530,USD,81530,CA,0,CA,M,Other,2
5395,2024,MI,FT,Data Management Specialist,69300,USD,69300,CA,0,CA,M,Other,2
5396,2024,SE,FT,Data Architect,164000,USD,164000,US,0,US,M,Data Architecture,8
5397,2024,SE,FT,Data Architect,117000,USD,117000,US,0,US,M,Data Architecture,5
5398,2024,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,Other,9
5399,2024,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Other,7
5400,2024,SE,FT,Research Engineer,125000,USD,125000,US,0,US,M,Other,9
5401,2024,SE,FT,Research Engineer,106000,USD,106000,US,0,US,M,Other,5
5402,2024,EN,FT,Data Analyst,75065,USD,75065,US,100,US,M,Other,1
5403,2024,EN,FT,Data Analyst,41419,USD,41419,US,100,US,M,Other,1
5404,2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,Other,6
5405,2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Other,6
5406,2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,Other,3
5407,2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M,Other,3
5408,2024,EX,FT,Machine Learning Engineer,238500,USD,238500,US,0,US,M,Machine Learning,10
5409,2024,EX,FT,Machine Learning Engineer,183400,USD,183400,US,0,US,M,Machine Learning,10
5410,2024,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M,Data Science,3
5411,2024,MI,FT,Data Scientist,70000,USD,70000,US,0,US,M,Data Science,3
5412,2024,SE,FT,Machine Learning Engineer,225000,USD,225000,US,100,US,M,Machine Learning,9
5413,2024,SE,FT,Machine Learning Engineer,162000,USD,162000,US,100,US,M,Machine Learning,8
5414,2024,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M,Data Science,8
5415,2024,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M,Data Science,9
5416,2024,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M,Data Engineering,2
5417,2024,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineering,2
5418,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Science,9
5419,2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Science,5
5420,2024,EN,FT,Data Operations Associate,72000,USD,72000,US,0,US,M,Data Engineering,1
5421,2024,EN,FT,Data Operations Associate,51375,USD,51375,US,0,US,M,Data Engineering,1
5422,2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,Data Science,5
5423,2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Science,9
5424,2024,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M,Data Engineering,3
5425,2024,MI,FT,Data Engineer,60000,USD,60000,US,0,US,M,Data Engineering,2
5426,2024,MI,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineering,2
5427,2024,MI,FT,Data Engineer,113000,USD,113000,US,0,US,M,Data Engineering,3
5428,2024,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineering,9
5429,2024,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineering,5
5430,2024,MI,FT,Data Scientist,267100,USD,267100,US,0,US,M,Data Science,2
5431,2024,MI,FT,Data Scientist,188500,USD,188500,US,0,US,M,Data Science,2
5432,2024,SE,FT,Data Scientist,207000,USD,207000,US,100,US,M,Data Science,6
5433,2024,SE,FT,Data Scientist,149800,USD,149800,US,100,US,M,Data Science,5
5434,2024,SE,FT,Data Analyst,155000,USD,155000,CA,0,CA,M,Other,6
5435,2024,SE,FT,Data Analyst,105000,USD,105000,CA,0,CA,M,Other,6
5436,2024,MI,FT,Data Engineer,270250,USD,270250,US,0,US,M,Data Engineering,3
5437,2024,MI,FT,Data Engineer,176000,USD,176000,US,0,US,M,Data Engineering,2
5438,2024,SE,FT,Machine Learning Engineer,189000,USD,189000,US,0,US,M,Machine Learning,9
5439,2024,SE,FT,Machine Learning Engineer,145400,USD,145400,US,0,US,M,Machine Learning,9
5440,2024,MI,FT,Machine Learning Engineer,133903,USD,133903,US,100,US,M,Machine Learning,3
5441,2024,MI,FT,Machine Learning Engineer,96411,USD,96411,US,100,US,M,Machine Learning,3
5442,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Science,6
5443,2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Science,6
5444,2024,SE,FT,Business Intelligence,172800,USD,172800,US,0,US,M,Other,8
5445,2024,SE,FT,Business Intelligence,132900,USD,132900,US,0,US,M,Other,9
5446,2024,MI,FT,Research Scientist,165000,USD,165000,US,0,US,M,Data Science,2
5447,2024,MI,FT,Research Scientist,150000,USD,150000,US,0,US,M,Data Science,2
5448,2024,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,Data Science,5
5449,2024,SE,FT,Data Scientist,116000,USD,116000,US,100,US,M,Data Science,9
5450,2024,MI,FT,Data Analyst,98000,USD,98000,US,100,US,M,Other,2
5451,2024,MI,FT,Data Analyst,88000,USD,88000,US,100,US,M,Other,3
5452,2024,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M,Other,2
5453,2024,MI,FT,Data Analyst,130000,USD,130000,US,100,US,M,Other,3
5454,2024,SE,FT,Data Analyst,174000,USD,174000,US,100,US,M,Other,7
5455,2024,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M,Other,5
5456,2024,SE,FT,Data Engineer,188000,USD,188000,US,0,US,M,Data Engineering,5
5457,2024,SE,FT,Data Engineer,144600,USD,144600,US,0,US,M,Data Engineering,8
5458,2024,SE,FT,Analytics Engineer,149500,USD,149500,US,100,US,M,Data Engineering,9
5459,2024,SE,FT,Analytics Engineer,140000,USD,140000,US,100,US,M,Data Engineering,9
5460,2024,EN,FT,Business Intelligence Analyst,100000,USD,100000,US,100,US,M,Other,1
5461,2024,EN,FT,Business Intelligence Analyst,90000,USD,90000,US,100,US,M,Other,1
5462,2024,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,100,US,M,Other,6
5463,2024,SE,FT,Business Intelligence Engineer,85000,USD,85000,US,100,US,M,Other,5
5464,2024,EN,FT,Data Management Analyst,80000,USD,80000,US,100,US,M,Other,1
5465,2024,EN,FT,Data Management Analyst,72000,USD,72000,US,100,US,M,Other,1
5466,2024,EN,FT,Data Analyst,85000,USD,85000,US,0,US,M,Other,1
5467,2024,EN,FT,Data Analyst,76500,USD,76500,US,0,US,M,Other,1
5468,2024,SE,FT,Data Scientist,187165,USD,187165,CA,0,CA,M,Data Science,7
5469,2024,SE,FT,Data Scientist,150500,USD,150500,CA,0,CA,M,Data Science,9
5470,2024,SE,FT,Data Analyst,134500,USD,134500,US,0,US,M,Other,9
5471,2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Other,6
5472,2024,SE,FT,Machine Learning Engineer,274000,USD,274000,US,100,US,M,Machine Learning,5
5473,2024,SE,FT,Machine Learning Engineer,245000,USD,245000,US,100,US,M,Machine Learning,9
5474,2024,MI,FT,Business Intelligence Manager,263000,USD,263000,US,0,US,M,Other,2
5475,2024,MI,FT,Business Intelligence Manager,207000,USD,207000,US,0,US,M,Other,3
5476,2024,SE,FT,Data Engineer,149076,USD,149076,US,0,US,M,Data Engineering,7
5477,2024,SE,FT,Data Engineer,82365,USD,82365,US,0,US,M,Data Engineering,5
5478,2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M,Other,1
5479,2024,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M,Other,1
5480,2024,EX,FT,Data Engineer,314000,USD,314000,CA,100,CA,M,Data Engineering,10
5481,2024,EX,FT,Data Engineer,201000,USD,201000,CA,100,CA,M,Data Engineering,12
5482,2024,SE,FT,Analytics Engineer,200400,USD,200400,US,0,US,M,Data Engineering,6
5483,2024,SE,FT,Analytics Engineer,154100,USD,154100,US,0,US,M,Data Engineering,7
5484,2024,SE,FT,Data Analyst,165000,USD,165000,AU,0,AU,M,Other,5
5485,2024,SE,FT,Data Analyst,142500,USD,142500,AU,0,AU,M,Other,6
5486,2024,MI,FT,AI Developer,30000,EUR,33333,FR,50,FR,M,Artificial_Intelligence,3
5487,2024,SE,FT,Research Engineer,310000,USD,310000,US,0,US,M,Other,5
5488,2024,SE,FT,Research Engineer,270000,USD,270000,US,0,US,M,Other,8
5489,2024,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M,Data Engineering,3
5490,2024,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,Data Engineering,3
5491,2024,SE,FT,Data Engineer,144900,USD,144900,US,0,US,M,Data Engineering,5
5492,2024,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M,Data Engineering,7
5493,2024,EN,FT,Research Analyst,84068,USD,84068,US,0,US,M,Other,1
5494,2024,EN,FT,Research Analyst,49452,USD,49452,US,0,US,M,Other,1
5495,2024,SE,FT,Machine Learning Engineer,188500,USD,188500,US,0,US,M,Machine Learning,8
5496,2024,SE,FT,Machine Learning Engineer,165100,USD,165100,US,0,US,M,Machine Learning,8
5497,2024,SE,FT,Data Engineer,60000,GBP,75000,GB,0,GB,M,Data Engineering,8
5498,2024,SE,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M,Data Engineering,8
5499,2024,MI,FT,Data Operations Specialist,132500,USD,132500,US,0,US,M,Data Engineering,3
5500,2024,MI,FT,Data Operations Specialist,88000,USD,88000,US,0,US,M,Data Engineering,3
5501,2024,MI,FT,Data Engineer,179900,USD,179900,US,0,US,M,Data Engineering,3
5502,2024,MI,FT,Data Engineer,142002,USD,142002,US,0,US,M,Data Engineering,3
5503,2024,SE,FT,AI Engineer,287500,USD,287500,US,0,US,M,Artificial_Intelligence,7
5504,2024,SE,FT,AI Engineer,168000,USD,168000,US,0,US,M,Artificial_Intelligence,6
5505,2024,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M,Data Engineering,5
5506,2024,SE,FT,Data Engineer,137500,USD,137500,US,0,US,M,Data Engineering,7
5507,2024,SE,FT,Data Analyst,96600,USD,96600,US,0,US,M,Other,8
5508,2024,SE,FT,Data Analyst,55200,USD,55200,US,0,US,M,Other,6
5509,2024,SE,FT,Data Engineer,194500,USD,194500,US,0,US,M,Data Engineering,5
5510,2024,SE,FT,Data Engineer,146266,USD,146266,US,0,US,M,Data Engineering,5
5511,2024,SE,FT,Data Engineer,194500,USD,194500,US,0,US,M,Data Engineering,9
5512,2024,SE,FT,Data Engineer,146266,USD,146266,US,0,US,M,Data Engineering,7
5513,2024,MI,FT,Data Engineer,146100,USD,146100,US,0,US,M,Data Engineering,3
5514,2024,MI,FT,Data Engineer,111800,USD,111800,US,0,US,M,Data Engineering,3
5515,2024,MI,FT,Data Scientist,145580,USD,145580,US,100,US,M,Data Science,3
5516,2024,MI,FT,Data Scientist,97060,USD,97060,US,100,US,M,Data Science,2
5517,2024,SE,FT,Business Intelligence Engineer,108500,USD,108500,US,100,US,M,Other,6
5518,2024,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,100,US,M,Other,5
5519,2024,EN,FT,Data Operations Analyst,95000,USD,95000,US,0,US,M,Data Engineering,1
5520,2024,EN,FT,Data Operations Analyst,76000,USD,76000,US,0,US,M,Data Engineering,1
5521,2024,MI,FT,Data Engineer,97000,USD,97000,US,0,US,M,Data Engineering,2
5522,2024,MI,FT,Data Engineer,62000,USD,62000,US,0,US,M,Data Engineering,2
5523,2024,SE,FT,Data Architect,234000,USD,234000,US,0,US,M,Data Architecture,5
5524,2024,SE,FT,Data Architect,146000,USD,146000,US,0,US,M,Data Architecture,8
5525,2024,MI,FT,Machine Learning Engineer,177100,USD,177100,US,0,US,M,Machine Learning,2
5526,2024,MI,FT,Machine Learning Engineer,130900,USD,130900,US,0,US,M,Machine Learning,2
5527,2024,MI,FT,BI Developer,106050,USD,106050,US,0,US,M,Data Engineering,2
5528,2024,MI,FT,BI Developer,80420,USD,80420,US,0,US,M,Data Engineering,2
5529,2024,SE,FT,Data Engineer,277000,USD,277000,US,0,US,M,Data Engineering,6
5530,2024,SE,FT,Data Engineer,173000,USD,173000,US,0,US,M,Data Engineering,9
5531,2024,MI,FT,Admin & Data Analyst,38000,EUR,42222,ES,100,ES,L,Other,2
5532,2024,MI,FT,Data Scientist,166000,USD,166000,EG,0,EG,M,Data Science,3
5533,2024,MI,FT,Data Scientist,73100,USD,73100,EG,0,EG,M,Data Science,3
5534,2024,MI,FT,Data Scientist,220000,USD,220000,US,0,US,M,Data Science,2
5535,2024,MI,FT,Data Scientist,137500,USD,137500,US,0,US,M,Data Science,2
5536,2024,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M,Data Engineering,2
5537,2024,MI,FT,Data Engineer,58400,USD,58400,US,0,US,M,Data Engineering,2
5538,2024,MI,FT,Analytics Engineer,80000,USD,80000,US,0,US,M,Data Engineering,3
5539,2024,MI,FT,Analytics Engineer,75000,USD,75000,US,0,US,M,Data Engineering,3
5540,2024,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Science,5
5541,2024,SE,FT,Data Scientist,125000,USD,125000,US,100,US,M,Data Science,7
5542,2024,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M,Other,1
5543,2024,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,Other,1
5544,2024,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M,Other,2
5545,2024,MI,FT,Data Analyst,78000,USD,78000,US,0,US,M,Other,3
5546,2024,EX,FT,AI Engineer,200070,USD,200070,CA,0,CA,M,Artificial_Intelligence,11
5547,2024,EX,FT,AI Engineer,107730,USD,107730,CA,0,CA,M,Artificial_Intelligence,10
5548,2024,SE,FT,BI Developer,179000,USD,179000,US,0,US,M,Data Engineering,8
5549,2024,SE,FT,BI Developer,112000,USD,112000,US,0,US,M,Data Engineering,6
5550,2024,MI,FT,Data Engineer,166363,USD,166363,US,0,US,M,Data Engineering,3
5551,2024,MI,FT,Data Engineer,103977,USD,103977,US,0,US,M,Data Engineering,2
5552,2024,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Science,2
5553,2024,MI,FT,Data Scientist,95000,USD,95000,US,0,US,M,Data Science,3
5554,2024,SE,FT,Data Engineer,214300,USD,214300,US,0,US,M,Data Engineering,7
5555,2024,SE,FT,Data Engineer,108500,USD,108500,US,0,US,M,Data Engineering,5
5556,2024,SE,FT,Applied Scientist,266482,USD,266482,US,0,US,M,Data Science,8
5557,2024,SE,FT,Applied Scientist,166551,USD,166551,US,0,US,M,Data Science,5
5558,2024,MI,FT,Business Intelligence Developer,90279,USD,90279,US,0,US,M,Other,3
5559,2024,MI,FT,Business Intelligence Developer,67060,USD,67060,US,0,US,M,Other,2
5560,2024,SE,FT,AI Scientist,190000,USD,190000,US,100,US,M,Artificial_Intelligence,5
5561,2024,SE,FT,AI Scientist,160000,USD,160000,US,100,US,M,Artificial_Intelligence,9
5562,2024,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L,Data Science,2
