,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,years_of_experience,job_category
3988,2024,Mid level,Full time,Data Integration Engineer,100000,US,On Site,US,Medium,3,Data Engineering
3989,2024,Mid level,Full time,Data Integration Engineer,70000,US,On Site,US,Medium,2,Data Engineering
3990,2024,Mid level,Full time,Data Engineer,200000,US,On Site,US,Medium,3,Data Engineering
3991,2024,Mid level,Full time,Data Engineer,150000,US,On Site,US,Medium,3,Data Engineering
3992,2024,Senior,Full time,Data Scientist,253430,US,On Site,US,Medium,5,Data Science
3993,2024,Senior,Full time,Data Scientist,200740,US,On Site,US,Medium,9,Data Science
3994,2024,Senior,Full time,Data Scientist,234900,US,On Site,US,Medium,5,Data Science
3995,2024,Senior,Full time,Data Scientist,97300,US,On Site,US,Medium,5,Data Science
3996,2024,Senior,Full time,Machine Learning Engineer,206000,US,Full Remote,US,Medium,5,Machine Learning
3997,2024,Senior,Full time,Machine Learning Engineer,165000,US,Full Remote,US,Medium,9,Machine Learning
3998,2024,Entry level,Full time,Data Analyst,70000,US,Full Remote,US,Medium,1,Other
3999,2024,Entry level,Full time,Data Analyst,60000,US,Full Remote,US,Medium,1,Other
4000,2024,Mid level,Full time,Data Scientist,328000,US,On Site,US,Medium,2,Data Science
4001,2024,Mid level,Full time,Data Scientist,258000,US,On Site,US,Medium,3,Data Science
4002,2024,Senior,Full time,Data Engineer,190000,US,On Site,US,Medium,6,Data Engineering
4003,2024,Senior,Full time,Data Engineer,170000,US,On Site,US,Medium,6,Data Engineering
4004,2024,Senior,Full time,Data Engineer,111111,PL,Full Remote,PL,Medium,9,Data Engineering
4005,2024,Senior,Full time,Data Engineer,66666,PL,Full Remote,PL,Medium,5,Data Engineering
4006,2024,Senior,Full time,Data Scientist,180000,US,On Site,US,Medium,7,Data Science
4007,2024,Senior,Full time,Data Scientist,162000,US,On Site,US,Medium,5,Data Science
4008,2024,Executive level,Full time,Business Intelligence,230000,CA,On Site,CA,Medium,12,Other
4009,2024,Executive level,Full time,Business Intelligence,155000,CA,On Site,CA,Medium,10,Other
4010,2024,Entry level,Full time,Data Scientist,70000,US,On Site,US,Medium,1,Data Science
4011,2024,Entry level,Full time,Data Scientist,64000,US,On Site,US,Medium,1,Data Science
4012,2024,Senior,Full time,Data Analyst,165000,US,Full Remote,US,Medium,5,Other
4013,2024,Senior,Full time,Data Scientist,180000,US,On Site,US,Medium,5,Data Science
4014,2024,Senior,Full time,Data Scientist,162000,US,On Site,US,Medium,6,Data Science
4015,2024,Senior,Full time,Data Analytics Associate,91000,US,Half Remote,US,Large,6,Other
4016,2024,Entry level,Full time,Research Analyst,219000,US,On Site,US,Medium,1,Other
4017,2024,Entry level,Full time,Research Analyst,123000,US,On Site,US,Medium,1,Other
4018,2024,Mid level,Full time,Data Scientist,212000,US,On Site,US,Medium,2,Data Science
4019,2024,Mid level,Full time,Data Scientist,93300,US,On Site,US,Medium,2,Data Science
4020,2024,Entry level,Full time,BI Analyst,157600,US,On Site,US,Medium,1,Other
4021,2024,Entry level,Full time,BI Analyst,96800,US,On Site,US,Medium,1,Other
4022,2024,Entry level,Full time,Data Analyst,137100,US,On Site,US,Medium,1,Other
4023,2024,Entry level,Full time,Data Analyst,109700,US,On Site,US,Medium,1,Other
4024,2024,Mid level,Full time,Data Manager,83300,US,On Site,US,Medium,2,Management
4025,2024,Mid level,Full time,Data Manager,47500,US,On Site,US,Medium,2,Management
4026,2024,Senior,Full time,Data Engineer,304750,US,On Site,US,Medium,9,Data Engineering
4027,2024,Senior,Full time,Data Engineer,160000,US,On Site,US,Medium,7,Data Engineering
4028,2024,Senior,Full time,Data Architect,242100,US,On Site,US,Medium,8,Data Architecture
4029,2024,Senior,Full time,Data Architect,116200,US,On Site,US,Medium,6,Data Architecture
4030,2024,Mid level,Full time,Cloud Database Engineer,189000,US,On Site,US,Medium,3,Other
4031,2024,Mid level,Full time,Cloud Database Engineer,106000,US,On Site,US,Medium,3,Other
4032,2024,Entry level,Full time,Research Engineer,101200,US,On Site,US,Medium,1,Other
4033,2024,Entry level,Full time,Research Engineer,57700,US,On Site,US,Medium,1,Other
4034,2024,Senior,Full time,Data Engineer,160000,US,On Site,US,Medium,7,Data Engineering
4035,2024,Senior,Full time,Data Engineer,77400,US,On Site,US,Medium,6,Data Engineering
4036,2024,Senior,Full time,Machine Learning Engineer,270000,US,On Site,US,Medium,8,Machine Learning
4037,2024,Senior,Full time,Machine Learning Engineer,153000,US,On Site,US,Medium,7,Machine Learning
4038,2024,Entry level,Full time,Data Reporting Analyst,90300,US,On Site,US,Medium,1,Other
4039,2024,Entry level,Full time,Data Reporting Analyst,50200,US,On Site,US,Medium,1,Other
4040,2024,Entry level,Full time,Data Engineer,146000,US,On Site,US,Medium,1,Data Engineering
4041,2024,Entry level,Full time,Data Engineer,98000,US,On Site,US,Medium,1,Data Engineering
4042,2024,Mid level,Full time,Data Specialist,105000,AU,On Site,AU,Medium,3,Other
4043,2024,Mid level,Full time,Data Specialist,80000,AU,On Site,AU,Medium,3,Other
4044,2024,Senior,Full time,Data Engineer,300000,US,On Site,US,Medium,7,Data Engineering
4045,2024,Senior,Full time,Data Engineer,200000,US,On Site,US,Medium,5,Data Engineering
4046,2024,Executive level,Full time,Data Analyst,125000,US,On Site,US,Medium,11,Other
4047,2024,Executive level,Full time,Data Analyst,100000,US,On Site,US,Medium,11,Other
4048,2024,Senior,Full time,Data Engineer,165000,US,On Site,US,Medium,5,Data Engineering
4049,2024,Senior,Full time,Data Engineer,100000,US,On Site,US,Medium,9,Data Engineering
4050,2024,Mid level,Full time,Data Engineer,115000,US,Full Remote,US,Medium,2,Data Engineering
4051,2024,Mid level,Full time,Data Engineer,75000,US,Full Remote,US,Medium,2,Data Engineering
4052,2024,Senior,Full time,Research Scientist,96643,CA,On Site,CA,Medium,8,Data Science
4053,2024,Senior,Full time,Research Scientist,51543,CA,On Site,CA,Medium,7,Data Science
4054,2024,Mid level,Full time,Business Intelligence Analyst,181280,US,On Site,US,Medium,3,Other
4055,2024,Mid level,Full time,Business Intelligence Analyst,164800,US,On Site,US,Medium,3,Other
4056,2024,Mid level,Full time,Data Analyst,107500,US,On Site,US,Medium,3,Other
4057,2024,Mid level,Full time,Data Analyst,96750,US,On Site,US,Medium,3,Other
4058,2024,Senior,Full time,Data Scientist,96750,US,On Site,US,Medium,8,Data Science
4059,2024,Senior,Full time,Data Scientist,69600,US,On Site,US,Medium,8,Data Science
4060,2024,Mid level,Full time,Data Scientist,150000,US,Full Remote,US,Medium,3,Data Science
4061,2024,Mid level,Full time,Data Scientist,127500,US,Full Remote,US,Medium,2,Data Science
4062,2024,Executive level,Full time,Data Engineer,225000,US,On Site,US,Medium,11,Data Engineering
4063,2024,Executive level,Full time,Data Engineer,190000,US,On Site,US,Medium,10,Data Engineering
4064,2024,Senior,Full time,Data Scientist,245000,US,On Site,US,Medium,6,Data Science
4065,2024,Senior,Full time,Data Scientist,180000,US,On Site,US,Medium,6,Data Science
4066,2024,Senior,Full time,Data Architect,175000,US,On Site,US,Medium,5,Data Architecture
4067,2024,Senior,Full time,Data Architect,117000,US,On Site,US,Medium,5,Data Architecture
4068,2024,Senior,Full time,Data Scientist,190000,US,Full Remote,US,Medium,7,Data Science
4069,2024,Senior,Full time,Data Scientist,136000,US,Full Remote,US,Medium,9,Data Science
4070,2024,Senior,Full time,Research Scientist,245400,US,On Site,US,Medium,8,Data Science
4071,2024,Senior,Full time,Research Scientist,139000,US,On Site,US,Medium,7,Data Science
4072,2024,Mid level,Full time,Data Scientist,170000,US,On Site,US,Medium,2,Data Science
4073,2024,Mid level,Full time,Data Scientist,120000,US,On Site,US,Medium,3,Data Science
4074,2024,Senior,Full time,Data Engineer,169900,US,Full Remote,US,Medium,8,Data Engineering
4075,2024,Senior,Full time,Data Engineer,135920,US,Full Remote,US,Medium,6,Data Engineering
4076,2024,Senior,Full time,Data Scientist,170000,US,On Site,US,Medium,7,Data Science
4077,2024,Senior,Full time,Data Scientist,160000,US,On Site,US,Medium,6,Data Science
4078,2024,Senior,Full time,Data Scientist,240000,US,On Site,US,Medium,8,Data Science
4079,2024,Senior,Full time,Data Scientist,204000,US,On Site,US,Medium,9,Data Science
4080,2024,Senior,Full time,Data Scientist,185000,US,On Site,US,Medium,6,Data Science
4081,2024,Senior,Full time,Data Scientist,123000,US,On Site,US,Medium,7,Data Science
4082,2024,Mid level,Full time,Data Scientist,170000,US,On Site,US,Medium,2,Data Science
4083,2024,Mid level,Full time,Data Scientist,140000,US,On Site,US,Medium,2,Data Science
4084,2024,Senior,Full time,AI Engineer,90000,AE,On Site,AE,Large,6,Artificial_Intelligence
4085,2024,Senior,Full time,Machine Learning Engineer,180500,US,On Site,US,Medium,9,Machine Learning
4086,2024,Senior,Full time,Machine Learning Engineer,96200,US,On Site,US,Medium,7,Machine Learning
4087,2024,Senior,Full time,Machine Learning Engineer,235000,AU,On Site,AU,Medium,9,Machine Learning
4088,2024,Senior,Full time,Machine Learning Engineer,175000,AU,On Site,AU,Medium,7,Machine Learning
4089,2024,Mid level,Full time,Business Intelligence Developer,95413,US,Full Remote,US,Medium,3,Other
4090,2024,Mid level,Full time,Business Intelligence Developer,70692,US,Full Remote,US,Medium,2,Other
4091,2024,Senior,Full time,Data Engineer,110000,UA,On Site,UA,Medium,8,Data Engineering
4092,2024,Senior,Full time,Data Engineer,48000,UA,On Site,UA,Medium,5,Data Engineering
4093,2024,Senior,Full time,Data Scientist,222300,US,On Site,US,Medium,8,Data Science
4094,2024,Senior,Full time,Data Scientist,119700,US,On Site,US,Medium,5,Data Science
4095,2024,Senior,Full time,Cloud Database Engineer,170375,US,Full Remote,US,Medium,9,Other
4096,2024,Senior,Full time,Cloud Database Engineer,102500,US,Full Remote,US,Medium,9,Other
4097,2024,Senior,Full time,Data Engineer,270000,AU,On Site,AU,Medium,9,Data Engineering
4098,2024,Senior,Full time,Data Engineer,190000,AU,On Site,AU,Medium,5,Data Engineering
4099,2024,Mid level,Full time,Data Engineer,98000,US,On Site,US,Medium,3,Data Engineering
4100,2024,Mid level,Full time,Data Engineer,68300,US,On Site,US,Medium,2,Data Engineering
4101,2024,Mid level,Full time,Machine Learning Engineer,223100,US,Full Remote,US,Medium,3,Machine Learning
4102,2024,Mid level,Full time,Machine Learning Engineer,126400,US,Full Remote,US,Medium,3,Machine Learning
4103,2024,Senior,Full time,Data Engineer,283800,US,Full Remote,US,Medium,5,Data Engineering
4104,2024,Senior,Full time,Data Engineer,198900,US,Full Remote,US,Medium,7,Data Engineering
4105,2024,Mid level,Full time,Research Engineer,166000,US,On Site,US,Medium,2,Other
4106,2024,Mid level,Full time,Research Engineer,73000,US,On Site,US,Medium,2,Other
4107,2024,Entry level,Full time,Data Analyst,130000,US,On Site,US,Medium,1,Other
4108,2024,Entry level,Full time,Data Analyst,100000,US,On Site,US,Medium,1,Other
4109,2024,Senior,Full time,Machine Learning Scientist,220000,US,On Site,US,Medium,5,Other
4110,2024,Senior,Full time,Machine Learning Scientist,137500,US,On Site,US,Medium,6,Other
4111,2024,Senior,Full time,Research Engineer,234000,US,On Site,US,Medium,8,Other
4112,2024,Senior,Full time,Research Engineer,146000,US,On Site,US,Medium,6,Other
4113,2024,Entry level,Full time,Data Analyst,44000,LT,On Site,LT,Medium,1,Other
4114,2024,Entry level,Full time,Data Analyst,37333,LT,On Site,LT,Medium,1,Other
4115,2024,Senior,Full time,Data Engineer,275000,US,Full Remote,US,Medium,7,Data Engineering
4116,2024,Senior,Full time,Data Engineer,200000,US,Full Remote,US,Medium,8,Data Engineering
4117,2024,Senior,Full time,Data Engineer,204000,US,On Site,US,Medium,5,Data Engineering
4118,2024,Senior,Full time,Data Engineer,163200,US,On Site,US,Medium,6,Data Engineering
4119,2024,Mid level,Full time,Data Scientist,135000,US,Full Remote,US,Medium,3,Data Science
4120,2024,Mid level,Full time,Data Scientist,110000,US,Full Remote,US,Medium,3,Data Science
4121,2024,Senior,Full time,Machine Learning Engineer,195000,US,Full Remote,US,Medium,7,Machine Learning
4122,2024,Senior,Full time,Machine Learning Engineer,170000,US,Full Remote,US,Medium,6,Machine Learning
4123,2024,Mid level,Full time,Data Engineer,210000,US,On Site,US,Medium,3,Data Engineering
4124,2024,Mid level,Full time,Data Engineer,130000,US,On Site,US,Medium,3,Data Engineering
4125,2024,Mid level,Full time,Data Scientist,136000,US,On Site,US,Medium,2,Data Science
4126,2024,Mid level,Full time,Data Scientist,106700,US,On Site,US,Medium,3,Data Science
4127,2024,Mid level,Full time,Data Scientist,164000,US,On Site,US,Medium,3,Data Science
4128,2024,Mid level,Full time,Data Scientist,131000,US,On Site,US,Medium,2,Data Science
4129,2024,Mid level,Full time,Applied Scientist,250000,US,On Site,US,Medium,2,Data Science
4130,2024,Mid level,Full time,Applied Scientist,170000,US,On Site,US,Medium,2,Data Science
4131,2024,Senior,Full time,Data Analyst,175000,US,On Site,US,Medium,5,Other
4132,2024,Senior,Full time,Data Analyst,117000,US,On Site,US,Medium,7,Other
4133,2024,Senior,Full time,Data Engineer,205500,US,Full Remote,US,Medium,6,Data Engineering
4134,2024,Senior,Full time,Data Engineer,135000,US,Full Remote,US,Medium,9,Data Engineering
4135,2024,Senior,Full time,Data Engineer,146000,US,On Site,US,Medium,7,Data Engineering
4136,2024,Senior,Full time,Data Engineer,82500,US,On Site,US,Medium,8,Data Engineering
4137,2024,Mid level,Full time,Data Scientist,240000,US,On Site,US,Medium,2,Data Science
4138,2024,Mid level,Full time,Data Scientist,180000,US,On Site,US,Medium,2,Data Science
4139,2024,Senior,Full time,Data Analyst,157500,US,Full Remote,US,Medium,8,Other
4140,2024,Senior,Full time,Data Analyst,132500,US,Full Remote,US,Medium,7,Other
4141,2024,Senior,Full time,Data Engineer,209943,US,On Site,US,Medium,8,Data Engineering
4142,2024,Senior,Full time,Data Engineer,155175,US,On Site,US,Medium,6,Data Engineering
4143,2024,Senior,Full time,Data Scientist,244800,US,On Site,US,Medium,7,Data Science
4144,2024,Senior,Full time,Data Scientist,172000,US,On Site,US,Medium,7,Data Science
4145,2024,Senior,Full time,Research Scientist,250000,US,On Site,US,Medium,6,Data Science
4146,2024,Senior,Full time,Research Scientist,200000,US,On Site,US,Medium,5,Data Science
4147,2024,Senior,Full time,Research Scientist,600000,US,On Site,US,Medium,5,Data Science
4148,2024,Senior,Full time,Research Scientist,280000,US,On Site,US,Medium,9,Data Science
4149,2024,Senior,Full time,Prompt Engineer,600000,US,On Site,US,Medium,5,Artificial_Intelligence
4150,2024,Senior,Full time,Prompt Engineer,280000,US,On Site,US,Medium,6,Artificial_Intelligence
4151,2024,Senior,Full time,Data Scientist,180000,US,On Site,US,Medium,8,Data Science
4152,2024,Senior,Full time,Data Scientist,160000,US,On Site,US,Medium,7,Data Science
4153,2024,Entry level,Full time,Data Analyst,184180,US,On Site,US,Medium,1,Other
4154,2024,Entry level,Full time,Data Analyst,159870,US,On Site,US,Medium,1,Other
4155,2024,Senior,Full time,Data Scientist,195000,US,On Site,US,Medium,9,Data Science
4156,2024,Senior,Full time,Data Scientist,110000,US,On Site,US,Medium,8,Data Science
4157,2024,Senior,Full time,Research Scientist,500000,US,Full Remote,US,Medium,9,Data Science
4158,2024,Senior,Full time,Research Scientist,180000,US,Full Remote,US,Medium,8,Data Science
4159,2024,Senior,Full time,Data Scientist,220000,US,On Site,US,Medium,8,Data Science
4160,2024,Senior,Full time,Data Scientist,137500,US,On Site,US,Medium,7,Data Science
4161,2024,Senior,Full time,AI Engineer,212000,US,On Site,US,Medium,8,Artificial_Intelligence
4162,2024,Senior,Full time,AI Engineer,93300,US,On Site,US,Medium,9,Artificial_Intelligence
4163,2024,Senior,Full time,Data Scientist,212000,US,On Site,US,Medium,6,Data Science
4164,2024,Senior,Full time,Data Scientist,93300,US,On Site,US,Medium,6,Data Science
4165,2024,Entry level,Full time,Data Analyst,291900,US,On Site,US,Medium,1,Other
4166,2024,Entry level,Full time,Data Analyst,103800,US,On Site,US,Medium,1,Other
4167,2024,Senior,Full time,Data Scientist,234000,US,On Site,US,Medium,6,Data Science
4168,2024,Senior,Full time,Data Scientist,146000,US,On Site,US,Medium,8,Data Science
4169,2024,Senior,Full time,Data Scientist,212000,US,On Site,US,Medium,7,Data Science
4170,2024,Senior,Full time,Data Scientist,93300,US,On Site,US,Medium,5,Data Science
4171,2024,Mid level,Full time,Data Scientist,160000,US,Full Remote,US,Medium,2,Data Science
4172,2024,Mid level,Full time,Data Scientist,70000,US,Full Remote,US,Medium,3,Data Science
4173,2024,Senior,Full time,Research Engineer,179000,US,On Site,US,Medium,8,Other
4174,2024,Senior,Full time,Research Engineer,112000,US,On Site,US,Medium,9,Other
4175,2024,Entry level,Full time,Data Management Analyst,145000,US,On Site,US,Medium,1,Other
4176,2024,Entry level,Full time,Data Management Analyst,120000,US,On Site,US,Medium,1,Other
4177,2024,Mid level,Full time,Data Scientist,142100,US,On Site,US,Medium,3,Data Science
4178,2024,Mid level,Full time,Data Scientist,94700,US,On Site,US,Medium,3,Data Science
4179,2024,Mid level,Full time,AI Engineer,166000,US,On Site,US,Medium,2,Artificial_Intelligence
4180,2024,Mid level,Full time,AI Engineer,73100,US,On Site,US,Medium,2,Artificial_Intelligence
4181,2024,Senior,Full time,Data Scientist,145000,US,On Site,US,Medium,7,Data Science
4182,2024,Senior,Full time,Data Scientist,128000,US,On Site,US,Medium,7,Data Science
4183,2024,Entry level,Full time,Data Analyst,90000,US,On Site,US,Medium,1,Other
4184,2024,Entry level,Full time,Data Analyst,75000,US,On Site,US,Medium,1,Other
4185,2024,Mid level,Full time,Data Scientist,99000,US,On Site,US,Medium,2,Data Science
4186,2024,Mid level,Full time,Data Scientist,87000,US,On Site,US,Medium,3,Data Science
4187,2024,Executive level,Full time,Data Engineer,334075,CA,On Site,CA,Medium,12,Data Engineering
4188,2024,Executive level,Full time,Data Engineer,268500,CA,On Site,CA,Medium,12,Data Engineering
4189,2024,Senior,Full time,Data Scientist,230000,US,On Site,US,Medium,7,Data Science
4190,2024,Senior,Full time,Data Scientist,195000,US,On Site,US,Medium,8,Data Science
4191,2024,Senior,Full time,Research Analyst,212000,US,On Site,US,Medium,8,Other
4192,2024,Senior,Full time,Research Analyst,93300,US,On Site,US,Medium,9,Other
4193,2024,Entry level,Full time,Data Operations Analyst,110500,US,On Site,US,Medium,1,Data Engineering
4194,2024,Entry level,Full time,Data Operations Analyst,69000,US,On Site,US,Medium,1,Data Engineering
4195,2024,Senior,Full time,Data Management Consultant,100000,US,On Site,US,Medium,9,Other
4196,2024,Senior,Full time,Data Management Consultant,85000,US,On Site,US,Medium,7,Other
4197,2024,Mid level,Full time,Business Intelligence Analyst,107690,US,On Site,US,Medium,3,Other
4198,2024,Mid level,Full time,Business Intelligence Analyst,78300,US,On Site,US,Medium,2,Other
4199,2024,Entry level,Full time,Analytics Engineer,131000,US,Full Remote,US,Medium,1,Data Engineering
4200,2024,Entry level,Full time,Analytics Engineer,110000,US,Full Remote,US,Medium,1,Data Engineering
4201,2024,Entry level,Full time,Data Analyst,133000,US,On Site,US,Medium,1,Other
4202,2024,Entry level,Full time,Data Analyst,58400,US,On Site,US,Medium,1,Other
4203,2024,Entry level,Full time,Data Engineer,115000,US,Full Remote,US,Medium,1,Data Engineering
4204,2024,Entry level,Full time,Data Engineer,87550,US,Full Remote,US,Medium,1,Data Engineering
4205,2024,Executive level,Full time,Data Engineer,209309,US,On Site,US,Medium,11,Data Engineering
4206,2024,Executive level,Full time,Data Engineer,168854,US,On Site,US,Medium,12,Data Engineering
4207,2024,Entry level,Full time,Research Analyst,133000,US,On Site,US,Medium,1,Other
4208,2024,Entry level,Full time,Research Analyst,58400,US,On Site,US,Medium,1,Other
4209,2024,Senior,Full time,Data Scientist,269000,CA,On Site,CA,Medium,7,Data Science
4210,2024,Senior,Full time,Data Scientist,165000,CA,On Site,CA,Medium,9,Data Science
4211,2024,Senior,Full time,Data Scientist,245000,US,On Site,US,Medium,9,Data Science
4212,2024,Senior,Full time,Data Scientist,185000,US,On Site,US,Medium,9,Data Science
4213,2024,Senior,Full time,Research Scientist,333500,US,On Site,US,Medium,8,Data Science
4214,2024,Senior,Full time,Research Scientist,180000,US,On Site,US,Medium,5,Data Science
4215,2024,Senior,Full time,Data Scientist,195000,US,Full Remote,US,Medium,9,Data Science
4216,2024,Senior,Full time,Data Scientist,147500,US,Full Remote,US,Medium,6,Data Science
4217,2024,Entry level,Full time,Machine Learning Engineer,187500,US,On Site,US,Medium,1,Machine Learning
4218,2024,Entry level,Full time,Machine Learning Engineer,99500,US,On Site,US,Medium,1,Machine Learning
4219,2024,Senior,Full time,Analytics Engineer,126400,US,Full Remote,US,Medium,7,Data Engineering
4220,2024,Senior,Full time,Analytics Engineer,101100,US,Full Remote,US,Medium,7,Data Engineering
4221,2024,Senior,Full time,Data Engineer,167400,US,Full Remote,US,Medium,9,Data Engineering
4222,2024,Senior,Full time,Data Engineer,116600,US,Full Remote,US,Medium,8,Data Engineering
4223,2024,Senior,Full time,Data Analyst,126000,US,On Site,US,Medium,8,Other
4224,2024,Senior,Full time,Data Analyst,87000,US,On Site,US,Medium,8,Other
4225,2024,Senior,Full time,Data Engineer,152375,US,Full Remote,US,Medium,7,Data Engineering
4226,2024,Senior,Full time,Data Engineer,94000,US,Full Remote,US,Medium,7,Data Engineering
4227,2024,Senior,Full time,Data Quality Analyst,100000,GB,On Site,GB,Medium,6,Other
4228,2024,Senior,Full time,Data Quality Analyst,56250,GB,On Site,GB,Medium,6,Other
4229,2024,Senior,Full time,Data Architect,276000,US,On Site,US,Medium,5,Data Architecture
4230,2024,Senior,Full time,Data Architect,174000,US,On Site,US,Medium,8,Data Architecture
4231,2024,Entry level,Full time,Data Analyst,113800,US,Full Remote,US,Medium,1,Other
4232,2024,Entry level,Full time,Data Analyst,74400,US,Full Remote,US,Medium,1,Other
4233,2024,Senior,Full time,Machine Learning Engineer,333500,US,On Site,US,Medium,5,Machine Learning
4234,2024,Senior,Full time,Machine Learning Engineer,183000,US,On Site,US,Medium,8,Machine Learning
4235,2024,Senior,Full time,Machine Learning Engineer,260000,US,On Site,US,Medium,6,Machine Learning
4236,2024,Senior,Full time,Machine Learning Engineer,192000,US,On Site,US,Medium,7,Machine Learning
4237,2024,Entry level,Full time,Data Analyst,158000,US,On Site,US,Medium,1,Other
4238,2024,Entry level,Full time,Data Analyst,105000,US,On Site,US,Medium,1,Other
4239,2024,Senior,Full time,Data Scientist,148000,US,On Site,US,Medium,5,Data Science
4240,2024,Senior,Full time,Data Scientist,110000,US,On Site,US,Medium,8,Data Science
4241,2024,Mid level,Full time,Data Manager,128000,US,On Site,US,Medium,2,Management
4242,2024,Mid level,Full time,Data Manager,81500,US,On Site,US,Medium,3,Management
4243,2024,Senior,Full time,Data Analyst,115000,US,On Site,US,Medium,6,Other
4244,2024,Senior,Full time,Data Analyst,75300,US,On Site,US,Medium,7,Other
4245,2024,Mid level,Full time,Data Scientist,140000,US,Full Remote,US,Medium,2,Data Science
4246,2024,Mid level,Full time,Data Scientist,100000,US,Full Remote,US,Medium,2,Data Science
4247,2024,Mid level,Full time,Machine Learning Engineer,240000,US,On Site,US,Medium,3,Machine Learning
4248,2024,Mid level,Full time,Machine Learning Engineer,140000,US,On Site,US,Medium,3,Machine Learning
4249,2024,Mid level,Full time,Applied Scientist,222200,US,On Site,US,Large,2,Data Science
4250,2024,Mid level,Full time,Applied Scientist,136000,US,On Site,US,Large,2,Data Science
4251,2024,Mid level,Full time,Data Scientist,187200,CA,On Site,CA,Medium,3,Data Science
4252,2024,Mid level,Full time,Data Scientist,100800,CA,On Site,CA,Medium,3,Data Science
4253,2024,Senior,Full time,Data Engineer,153200,US,Full Remote,US,Medium,7,Data Engineering
4254,2024,Senior,Full time,Data Engineer,102200,US,Full Remote,US,Medium,5,Data Engineering
4255,2024,Senior,Full time,Robotics Software Engineer,240000,US,On Site,US,Medium,8,Other
4256,2024,Senior,Full time,Robotics Software Engineer,160000,US,On Site,US,Medium,5,Other
4257,2024,Mid level,Full time,Data Analyst,105000,US,On Site,US,Medium,2,Other
4258,2024,Mid level,Full time,Data Analyst,77000,US,On Site,US,Medium,3,Other
4259,2024,Senior,Full time,Data Engineer,207300,US,On Site,US,Medium,5,Data Engineering
4260,2024,Senior,Full time,Data Engineer,119000,US,On Site,US,Medium,9,Data Engineering
4261,2024,Mid level,Full time,Machine Learning Engineer,160000,US,Full Remote,US,Medium,2,Machine Learning
4262,2024,Mid level,Full time,Machine Learning Engineer,130000,US,Full Remote,US,Medium,2,Machine Learning
4263,2024,Senior,Full time,Machine Learning Engineer,155000,US,On Site,US,Medium,8,Machine Learning
4264,2024,Senior,Full time,Machine Learning Engineer,125000,US,On Site,US,Medium,7,Machine Learning
4265,2024,Executive level,Full time,Machine Learning Engineer,265000,US,On Site,US,Medium,12,Machine Learning
4266,2024,Executive level,Full time,Machine Learning Engineer,203800,US,On Site,US,Medium,13,Machine Learning
4267,2024,Senior,Full time,Data Analyst,135000,US,On Site,US,Medium,9,Other
4268,2024,Senior,Full time,Data Analyst,105000,US,On Site,US,Medium,5,Other
4269,2024,Senior,Full time,Analytics Engineer,345400,US,On Site,US,Medium,8,Data Engineering
4270,2024,Senior,Full time,Analytics Engineer,272700,US,On Site,US,Medium,6,Data Engineering
4271,2024,Mid level,Full time,Robotics Software Engineer,198000,US,On Site,US,Medium,3,Other
4272,2024,Mid level,Full time,Robotics Software Engineer,160000,US,On Site,US,Medium,3,Other
4273,2024,Senior,Full time,Data Engineer,198000,US,On Site,US,Medium,9,Data Engineering
4274,2024,Senior,Full time,Data Engineer,180000,US,On Site,US,Medium,5,Data Engineering
4275,2024,Senior,Full time,Data Analyst,100000,US,On Site,US,Medium,8,Other
4276,2024,Senior,Full time,Data Analyst,80000,US,On Site,US,Medium,8,Other
4277,2024,Senior,Full time,Machine Learning Engineer,250000,US,On Site,US,Medium,5,Machine Learning
4278,2024,Senior,Full time,Machine Learning Engineer,200000,US,On Site,US,Medium,7,Machine Learning
4279,2024,Senior,Full time,Data Scientist,155000,US,On Site,US,Medium,8,Data Science
4280,2024,Senior,Full time,Data Scientist,139500,US,On Site,US,Medium,7,Data Science
4281,2024,Senior,Full time,Data Architect,160000,US,On Site,US,Medium,5,Data Architecture
4282,2024,Senior,Full time,Data Architect,110000,US,On Site,US,Medium,6,Data Architecture
4283,2024,Senior,Full time,Research Scientist,247600,US,On Site,US,Large,5,Data Science
4284,2024,Senior,Full time,Research Scientist,127300,US,On Site,US,Large,9,Data Science
4285,2024,Senior,Full time,Data Scientist,191500,US,On Site,US,Medium,5,Data Science
4286,2024,Senior,Full time,Data Scientist,111500,US,On Site,US,Medium,6,Data Science
4287,2024,Senior,Full time,Data Scientist,204800,US,On Site,US,Medium,6,Data Science
4288,2024,Senior,Full time,Data Scientist,115800,US,On Site,US,Medium,5,Data Science
4289,2024,Senior,Full time,Data Scientist,116000,US,On Site,US,Medium,9,Data Science
4290,2024,Senior,Full time,Data Scientist,90000,US,On Site,US,Medium,7,Data Science
4291,2024,Senior,Full time,Data Scientist,206000,US,Full Remote,US,Medium,7,Data Science
4292,2024,Senior,Full time,Data Scientist,140250,US,Full Remote,US,Medium,7,Data Science
4293,2024,Senior,Full time,Applied Scientist,225000,US,On Site,US,Medium,9,Data Science
4294,2024,Mid level,Full time,Data Scientist,190000,US,Full Remote,US,Medium,3,Data Science
4295,2024,Mid level,Full time,Data Scientist,175000,US,Full Remote,US,Medium,3,Data Science
4296,2024,Entry level,Full time,Data Analyst,84105,US,On Site,US,Medium,1,Other
4297,2024,Entry level,Full time,Data Analyst,76095,US,On Site,US,Medium,1,Other
